北京市|三级乙等|北京电力医院|北京市丰台区太平桥西里甲1号|国营|综合医院|内分泌科、肿瘤科
北京市|三级乙等|民航总医院|北京市朝阳区高井甲一号|国营|综合医院|NULL
北京市|三级乙等|北京市安康医院|北京市房山区韩村河镇|国营|综合医院|NULL
北京市|三级乙等|北京航天总医院|北京市丰台区东高地万源北路7号|国营|综合医院|NULL
北京市|三级乙等|中国中医科学院眼科医院|北京市石景山区鲁谷路9号|国营|专科医院|眼科
北京市|三级乙等|北京市武警北京总队第三医院|北京市丰台区小屯路10号|国营|综合医院|NULL
北京市|三级乙等|北京燕化凤凰医院|北京市房山区燕山迎风街15号|合伙制|综合医院|心血管内科、骨科、肿瘤科
北京市|三级乙等|北京市宣武区中医院|北京市宣武区万明路甲8号|国营|综合医院|烧伤科、脉管炎科、老年病科
北京市|三级乙等|北京军区总医院分院|北京市朝阳区麦子店枣营路|国营|综合医院|皮肤性病科、骨科、烧伤科
北京市|三级乙等|北京京城皮肤病医院|北京市朝阳区德胜门外双泉堡甲4号|股份制|专科医院|特需门诊、银屑病、白癜风科、整形美容科、痤疮门诊、灰指甲专科
北京市|三级乙等|中国人民解放军二六一医院|北京市海淀区上庄镇皂甲屯村116号|国营|综合医院|精一科、精二科、精三科、精四科
北京市|三级乙等|北京安康医院|北京房山区韩村河镇西周各|国营|专科医院|NULL
北京市|三级丙等|北京大学首钢医院|北京市石景山区西黄村北京大学首钢医院|国营|综合医院|肝胆外科、妇产科、心血管内科
北京市|三级丙等|煤炭总医院|北京市朝阳区西坝河南里29号|国营|综合医院|神经外科、心脏科
北京市|三级丙等|首都医科大学附属复兴医院|北京市西城区月坛北街4号楼|国营|综合医院|妇科、心血管病防治中心
北京市|三级丙等|北京中医药大学第三附属医院|北京市朝阳区安定门外小关街51号|国营|综合医院|NULL
北京市|三级丙等|北京京煤集团总医院|北京市门头沟区黑山大街18号|国营|综合医院|心血管内科、呼吸内科
北京市|三级丙等|航天中心医院|北京市海淀区玉泉路15号|国营|综合医院|神经内科、心血管内科、脑外科、心胸外科、骨科、泌尿内科、妇产科
北京市|三级丙等|北京华信医院|北京市朝阳区酒仙桥一街坊6号|国营|综合医院|心血管内科、泌尿外科
北京市|三级丙等|北京老年医院|北京市海淀区温泉路118号|国营|专科医院|介入科、老年科、内分泌科、重症监护病房
北京市|三级丙等|北京公安医院|北京市东城区银闸胡同25号|国营|综合医院|心血管内科、肾脏内科、消化内科、呼吸内科、内分泌科、普外科、淋巴显微外科、泌尿外科、骨科、神经外科
北京市|三级丙等|中国民用航空总医院|北京市朝阳区高井甲1号|国营|综合医院|NULL
北京市|三级丙等|北京燕化工公司职工医院|北京市房山区迎风街14号|国营|综合医院|NULL
北京市|三级丙等|北京小汤山医院|北京市昌平区小汤山镇|国营|综合医院|NULL
北京市|二级丙等|北京工人疗养院|北京市石景山区八大处西下庄|国营|综合医院|NULL
北京市|二级丙等|北京市崇文区第一人民医院|北京市崇文区永外大街130号|国营|综合医院|NULL
北京市|二级丙等|北京市宣武区精神病医院|北京市宣武区新安北里二巷20号|国营|专科医院|NULL
北京市|二级丙等|北京市展览路医院|北京市西城区西外大街桃柳园西巷16号|国营|综合医院|妇产科、内科
北京市|二级丙等|北京市崇文区结核病防治所|北京市崇文区天坛东路68号|国营|专科医院|NULL
北京市|二级丙等|北京市朝阳区东坝医院|北京市朝阳区东坝医院|国营|综合医院|NULL
北京市|二级丙等|北京医院协会右安门医院|北京市宣武区右安门外大街199号|股份制|综合医院|NULL
北京市|二级丙等|丰台区南苑医院|北京市丰台区南苑公所胡同3号|国营|综合医院|NULL
北京市|二级丙等|北京市丰台区长辛店医院|北京市丰台区长辛店东山坡三里甲60号|国营|综合医院|内科、皮肤性病科、外科、老年骨科
北京市|二级丙等|中国残疾人联合会北京按摩医院|北京市西城区宝产胡同7号|国营|综合医院|按摩一科&按摩二科、专家科
北京市|二级丙等|北京市宣武区结核病防治院|北京市宣武区广内大街石虎巷２７号|国营|专科医院|NULL
北京市|二级丙等|北京市门头沟区龙泉医院|北京市门头沟区门头沟路42号|国营|专科医院|NULL
北京市|二级丙等|北京市顺义区空港医院|北京市顺义区后沙峪双裕街49号|国营|综合医院|NULL
北京市|二级丙等|北京市朝阳区双桥医院|北京市朝阳区双桥东路|国营|综合医院|NULL
北京市|二级丙等|北京市宣武区妇幼保健院|北京市宣武区平原里小区19号|国营|专科医院|NULL
北京市|二级乙等|北京市羊坊店医院|北京市海淀区羊坊店双贝子坟路1号|国营|综合医院|NULL
北京市|二级乙等|北京安太医院|北京丰台嘉园路星河城1号院18号楼|股份制|综合医院|NULL
北京市|二级乙等|北京同仁堂崇文中医院|北京市崇文区天坛东路68号|股份制|综合医院|NULL
北京市|二级乙等|密云县第二医院|北京市密云县太师屯镇十元大街|股份制|综合医院|NULL
北京市|二级乙等|北京市崇文区中医医院|北京市崇文区天坛东路68号|国营|综合医院|NULL
北京市|二级乙等|北京市昌平区南口医院|北京市昌平区南口镇南辛路2号|国营|综合医院|NULL
北京市|二级乙等|北京市宣武区广外医院|北京市宣武区广外三义里甲2号|国营|综合医院|NULL
